Time,X(CH1),
Second,Volt,
-2.8571777e+00,4.88000e+00,
-2.8568115e+00,4.88000e+00,
-2.8564453e+00,4.88000e+00,
-2.8560791e+00,4.92000e+00,
-2.8557129e+00,4.88000e+00,
-2.8553467e+00,4.88000e+00,
-2.8549805e+00,4.88000e+00,
-2.8546143e+00,4.88000e+00,
-2.8542480e+00,4.88000e+00,
-2.8538818e+00,4.88000e+00,
-2.8535156e+00,4.88000e+00,
-2.8531494e+00,4.88000e+00,
-2.8527832e+00,4.88000e+00,
-2.8524170e+00,4.88000e+00,
-2.8520508e+00,4.88000e+00,
-2.8516846e+00,4.92000e+00,
-2.8513184e+00,4.88000e+00,
-2.8509521e+00,4.88000e+00,
-2.8505859e+00,4.88000e+00,
-2.8502197e+00,4.88000e+00,
-2.8498535e+00,4.88000e+00,
-2.8494873e+00,4.88000e+00,
-2.8491211e+00,4.92000e+00,
-2.8487549e+00,4.88000e+00,
-2.8483887e+00,4.88000e+00,
-2.8480225e+00,4.88000e+00,
-2.8476563e+00,4.88000e+00,
-2.8472900e+00,4.88000e+00,
-2.8469238e+00,4.88000e+00,
-2.8465576e+00,4.88000e+00,
-2.8461914e+00,4.88000e+00,
-2.8458252e+00,4.88000e+00,
-2.8454590e+00,4.88000e+00,
-2.8450928e+00,4.88000e+00,
-2.8447266e+00,4.88000e+00,
-2.8443604e+00,4.88000e+00,
-2.8439941e+00,4.88000e+00,
-2.8436279e+00,4.88000e+00,
-2.8432617e+00,4.92000e+00,
-2.8428955e+00,4.88000e+00,
-2.8425293e+00,4.88000e+00,
-2.8421631e+00,4.88000e+00,
-2.8417969e+00,4.88000e+00,
-2.8414307e+00,4.88000e+00,
-2.8410645e+00,4.88000e+00,
-2.8406982e+00,4.88000e+00,
-2.8403320e+00,4.88000e+00,
-2.8399658e+00,4.92000e+00,
-2.8395996e+00,4.92000e+00,
-2.8392334e+00,4.88000e+00,
-2.8388672e+00,4.88000e+00,
-2.8385010e+00,4.88000e+00,
-2.8381348e+00,4.88000e+00,
-2.8377686e+00,4.88000e+00,
-2.8374023e+00,4.88000e+00,
-2.8370361e+00,4.88000e+00,
-2.8366699e+00,4.88000e+00,
-2.8363037e+00,4.88000e+00,
-2.8359375e+00,4.88000e+00,
-2.8355713e+00,4.88000e+00,
-2.8352051e+00,4.88000e+00,
-2.8348389e+00,4.88000e+00,
-2.8344727e+00,4.88000e+00,
-2.8341064e+00,4.88000e+00,
-2.8337402e+00,4.88000e+00,
-2.8333740e+00,4.92000e+00,
-2.8330078e+00,4.88000e+00,
-2.8326416e+00,4.88000e+00,
-2.8322754e+00,4.88000e+00,
-2.8319092e+00,4.88000e+00,
-2.8315430e+00,4.88000e+00,
-2.8311768e+00,4.88000e+00,
-2.8308105e+00,4.92000e+00,
-2.8304443e+00,4.88000e+00,
-2.8300781e+00,4.92000e+00,
-2.8297119e+00,4.88000e+00,
-2.8293457e+00,4.88000e+00,
-2.8289795e+00,4.88000e+00,
-2.8286133e+00,4.92000e+00,
-2.8282471e+00,4.88000e+00,
-2.8278809e+00,4.92000e+00,
-2.8275146e+00,4.88000e+00,
-2.8271484e+00,4.88000e+00,
-2.8267822e+00,4.88000e+00,
-2.8264160e+00,4.88000e+00,
-2.8260498e+00,4.88000e+00,
-2.8256836e+00,4.88000e+00,
-2.8253174e+00,4.88000e+00,
-2.8249512e+00,4.88000e+00,
-2.8245850e+00,4.88000e+00,
-2.8242188e+00,4.92000e+00,
-2.8238525e+00,4.88000e+00,
-2.8234863e+00,4.88000e+00,
-2.8231201e+00,4.92000e+00,
-2.8227539e+00,4.88000e+00,
-2.8223877e+00,4.88000e+00,
-2.8220215e+00,4.88000e+00,
-2.8216553e+00,4.88000e+00,
-2.8212891e+00,4.88000e+00,
-2.8209229e+00,4.88000e+00,
-2.8205566e+00,4.88000e+00,
-2.8201904e+00,4.88000e+00,
-2.8198242e+00,4.88000e+00,
-2.8194580e+00,4.88000e+00,
-2.8190918e+00,4.88000e+00,
-2.8187256e+00,4.88000e+00,
-2.8183594e+00,4.88000e+00,
-2.8179932e+00,4.88000e+00,
-2.8176270e+00,4.88000e+00,
-2.8172607e+00,4.88000e+00,
-2.8168945e+00,4.92000e+00,
-2.8165283e+00,4.88000e+00,
-2.8161621e+00,4.88000e+00,
-2.8157959e+00,4.88000e+00,
-2.8154297e+00,4.92000e+00,
-2.8150635e+00,4.92000e+00,
-2.8146973e+00,4.92000e+00,
-2.8143311e+00,4.88000e+00,
-2.8139648e+00,4.88000e+00,
-2.8135986e+00,4.88000e+00,
-2.8132324e+00,4.88000e+00,
-2.8128662e+00,4.88000e+00,
-2.8125000e+00,4.88000e+00,
-2.8121338e+00,4.88000e+00,
-2.8117676e+00,4.92000e+00,
-2.8114014e+00,4.88000e+00,
-2.8110352e+00,4.92000e+00,
-2.8106689e+00,4.88000e+00,
-2.8103027e+00,4.92000e+00,
-2.8099365e+00,4.92000e+00,
-2.8095703e+00,4.88000e+00,
-2.8092041e+00,4.88000e+00,
-2.8088379e+00,4.88000e+00,
-2.8084717e+00,4.88000e+00,
-2.8081055e+00,4.88000e+00,
-2.8077393e+00,4.92000e+00,
-2.8073730e+00,4.88000e+00,
-2.8070068e+00,4.88000e+00,
-2.8066406e+00,4.92000e+00,
-2.8062744e+00,4.92000e+00,
-2.8059082e+00,4.88000e+00,
-2.8055420e+00,4.88000e+00,
-2.8051758e+00,4.88000e+00,
-2.8048096e+00,4.88000e+00,
-2.8044434e+00,4.88000e+00,
-2.8040771e+00,4.88000e+00,
-2.8037109e+00,4.88000e+00,
-2.8033447e+00,4.88000e+00,
-2.8029785e+00,4.88000e+00,
-2.8026123e+00,4.88000e+00,
-2.8022461e+00,4.88000e+00,
-2.8018799e+00,4.88000e+00,
-2.8015137e+00,4.88000e+00,
-2.8011475e+00,4.88000e+00,
-2.8007813e+00,4.92000e+00,
-2.8004150e+00,4.92000e+00,
-2.8000488e+00,4.88000e+00,
-2.7996826e+00,4.88000e+00,
-2.7993164e+00,4.88000e+00,
-2.7989502e+00,4.88000e+00,
-2.7985840e+00,4.88000e+00,
-2.7982178e+00,4.92000e+00,
-2.7978516e+00,4.92000e+00,
-2.7974854e+00,4.88000e+00,
-2.7971191e+00,4.88000e+00,
-2.7967529e+00,4.92000e+00,
-2.7963867e+00,4.88000e+00,
-2.7960205e+00,4.88000e+00,
-2.7956543e+00,4.88000e+00,
-2.7952881e+00,4.88000e+00,
-2.7949219e+00,4.88000e+00,
-2.7945557e+00,4.88000e+00,
-2.7941895e+00,4.88000e+00,
-2.7938232e+00,4.88000e+00,
-2.7934570e+00,4.88000e+00,
-2.7930908e+00,4.88000e+00,
-2.7927246e+00,4.88000e+00,
-2.7923584e+00,4.88000e+00,
-2.7919922e+00,4.88000e+00,
-2.7916260e+00,4.88000e+00,
-2.7912598e+00,4.88000e+00,
-2.7908936e+00,4.88000e+00,
-2.7905273e+00,4.88000e+00,
-2.7901611e+00,4.88000e+00,
-2.7897949e+00,4.88000e+00,
-2.7894287e+00,4.88000e+00,
-2.7890625e+00,4.88000e+00,
-2.7886963e+00,4.88000e+00,
-2.7883301e+00,4.88000e+00,
-2.7879639e+00,4.88000e+00,
-2.7875977e+00,4.88000e+00,
-2.7872314e+00,4.88000e+00,
-2.7868652e+00,4.88000e+00,
-2.7864990e+00,4.88000e+00,
-2.7861328e+00,4.88000e+00,
-2.7857666e+00,4.88000e+00,
-2.7854004e+00,4.88000e+00,
-2.7850342e+00,4.88000e+00,
-2.7846680e+00,4.88000e+00,
-2.7843018e+00,4.88000e+00,
-2.7839355e+00,4.88000e+00,
-2.7835693e+00,4.88000e+00,
-2.7832031e+00,4.88000e+00,
-2.7828369e+00,4.88000e+00,
-2.7824707e+00,4.88000e+00,
-2.7821045e+00,4.88000e+00,
-2.7817383e+00,4.88000e+00,
-2.7813721e+00,4.88000e+00,
-2.7810059e+00,4.88000e+00,
-2.7806396e+00,4.88000e+00,
-2.7802734e+00,4.88000e+00,
-2.7799072e+00,4.92000e+00,
-2.7795410e+00,4.88000e+00,
-2.7791748e+00,4.92000e+00,
-2.7788086e+00,4.88000e+00,
-2.7784424e+00,4.88000e+00,
-2.7780762e+00,4.88000e+00,
-2.7777100e+00,4.88000e+00,
-2.7773438e+00,4.88000e+00,
-2.7769775e+00,4.88000e+00,
-2.7766113e+00,4.88000e+00,
-2.7762451e+00,4.88000e+00,
-2.7758789e+00,4.88000e+00,
-2.7755127e+00,4.92000e+00,
-2.7751465e+00,4.88000e+00,
-2.7747803e+00,4.92000e+00,
-2.7744141e+00,4.88000e+00,
-2.7740479e+00,4.92000e+00,
-2.7736816e+00,4.88000e+00,
-2.7733154e+00,4.88000e+00,
-2.7729492e+00,4.88000e+00,
-2.7725830e+00,4.88000e+00,
-2.7722168e+00,4.88000e+00,
-2.7718506e+00,4.88000e+00,
-2.7714844e+00,4.92000e+00,
-2.7711182e+00,4.88000e+00,
-2.7707520e+00,4.88000e+00,
-2.7703857e+00,4.88000e+00,
-2.7700195e+00,4.88000e+00,
-2.7696533e+00,4.88000e+00,
-2.7692871e+00,4.92000e+00,
-2.7689209e+00,4.88000e+00,
-2.7685547e+00,4.88000e+00,
-2.7681885e+00,4.88000e+00,
-2.7678223e+00,4.88000e+00,
-2.7674561e+00,4.88000e+00,
-2.7670898e+00,4.88000e+00,
-2.7667236e+00,4.88000e+00,
-2.7663574e+00,4.88000e+00,
-2.7659912e+00,4.88000e+00,
-2.7656250e+00,4.88000e+00,
-2.7652588e+00,4.88000e+00,
-2.7648926e+00,4.88000e+00,
-2.7645264e+00,4.88000e+00,
-2.7641602e+00,4.88000e+00,
-2.7637939e+00,4.88000e+00,
-2.7634277e+00,4.88000e+00,
-2.7630615e+00,4.88000e+00,
-2.7626953e+00,4.88000e+00,
-2.7623291e+00,4.88000e+00,
-2.7619629e+00,4.88000e+00,
-2.7615967e+00,4.88000e+00,
-2.7612305e+00,4.88000e+00,
-2.7608643e+00,4.88000e+00,
-2.7604980e+00,4.92000e+00,
-2.7601318e+00,4.88000e+00,
-2.7597656e+00,4.92000e+00,
-2.7593994e+00,4.88000e+00,
-2.7590332e+00,4.92000e+00,
-2.7586670e+00,4.88000e+00,
-2.7583008e+00,4.88000e+00,
-2.7579346e+00,4.88000e+00,
-2.7575684e+00,4.88000e+00,
-2.7572021e+00,4.88000e+00,
-2.7568359e+00,4.88000e+00,
-2.7564697e+00,4.92000e+00,
-2.7561035e+00,4.88000e+00,
-2.7557373e+00,4.88000e+00,
-2.7553711e+00,4.92000e+00,
-2.7550049e+00,4.88000e+00,
-2.7546387e+00,4.88000e+00,
-2.7542725e+00,4.92000e+00,
-2.7539063e+00,4.88000e+00,
-2.7535400e+00,4.88000e+00,
-2.7531738e+00,4.88000e+00,
-2.7528076e+00,4.88000e+00,
-2.7524414e+00,4.88000e+00,
-2.7520752e+00,4.88000e+00,
-2.7517090e+00,4.88000e+00,
-2.7513428e+00,4.88000e+00,
-2.7509766e+00,4.88000e+00,
-2.7506104e+00,4.88000e+00,
-2.7502441e+00,4.88000e+00,
-2.7498779e+00,4.88000e+00,
-2.7495117e+00,4.88000e+00,
-2.7491455e+00,4.88000e+00,
-2.7487793e+00,4.92000e+00,
-2.7484131e+00,4.88000e+00,
-2.7480469e+00,4.88000e+00,
-2.7476807e+00,4.92000e+00,
-2.7473145e+00,4.92000e+00,
-2.7469482e+00,4.88000e+00,
-2.7465820e+00,4.88000e+00,
-2.7462158e+00,4.88000e+00,
-2.7458496e+00,4.92000e+00,
-2.7454834e+00,4.88000e+00,
-2.7451172e+00,4.88000e+00,
-2.7447510e+00,4.88000e+00,
-2.7443848e+00,4.92000e+00,
-2.7440186e+00,4.88000e+00,
-2.7436523e+00,4.92000e+00,
-2.7432861e+00,4.88000e+00,
-2.7429199e+00,4.88000e+00,
-2.7425537e+00,4.88000e+00,
-2.7421875e+00,4.88000e+00,
-2.7418213e+00,4.88000e+00,
-2.7414551e+00,4.88000e+00,
-2.7410889e+00,4.88000e+00,
-2.7407227e+00,4.88000e+00,
-2.7403564e+00,4.92000e+00,
-2.7399902e+00,4.88000e+00,
-2.7396240e+00,4.88000e+00,
-2.7392578e+00,4.88000e+00,
-2.7388916e+00,4.92000e+00,
-2.7385254e+00,4.88000e+00,
-2.7381592e+00,4.88000e+00,
-2.7377930e+00,4.88000e+00,
-2.7374268e+00,4.92000e+00,
-2.7370605e+00,4.88000e+00,
-2.7366943e+00,4.92000e+00,
-2.7363281e+00,4.88000e+00,
-2.7359619e+00,4.88000e+00,
-2.7355957e+00,4.88000e+00,
-2.7352295e+00,4.88000e+00,
-2.7348633e+00,4.88000e+00,
-2.7344971e+00,4.88000e+00,
-2.7341309e+00,4.88000e+00,
-2.7337646e+00,4.88000e+00,
-2.7333984e+00,4.92000e+00,
-2.7330322e+00,4.92000e+00,
-2.7326660e+00,4.88000e+00,
-2.7322998e+00,4.88000e+00,
-2.7319336e+00,4.88000e+00,
-2.7315674e+00,4.88000e+00,
